19601	4
19602	4
19605	2
19606	1
19701	3
19702	4
19704	4
19706	2
20106	3
20303	4
20305	3
20402	4
20501	4
20503	6
20504	3
20506	3
20601	3
20602	5
20603	5
20701	3
20703	3
20704	3
21102	5
21103	6
21301	5
21302	6
21303	3
21304	2
21305	1
21306	1
21401	4
21405	1
21502	4
21506	1
21601	4
21602	6
21603	4
21604	2
21606	1
21701	2
21702	2
21706	2
22101	5
22102	4
22103	4
22104	3
22203	2
22206	2
22301	3
22303	4
22404	4
22405	2
22406	2
22502	4
22503	4
22504	4
22505	2
22601	4
22602	4
22603	4
23106	1
23306	1
23501	4
23506	1
23602	3
23603	3
23605	1
海丰	234
海润阁	22
海丽阁	7
5101	19
5301	7
5302	6
5304	5
5402	9
5404	6
5602	4
5604	4
6401	5
6404	6
6502	10
6601	8
7104	3
7304	5
7402	5
7403	7
7404	4
7501	5
7601	6
7604	4
8101	7
8104	3
8301	7
8302	4
8402	6
8403	4
8504	3
8602	3
8604	3
9101	6
9102	7
9301	5
9303	4
9401	4
9402	5
9502	4
9601	4
9602	5
9604	5
银	380
洪湖	6717
阁银	96
钻石	393
富士	189
阁旁	5
京都	1019
东京	958
九州	1020
1624	10
1626	12
1726	11
926	19
1230	8
1430	7
1627	9
1629	8
1724	10
1727	5
1729	9
1828	9
1829	7
1924	6
1926	6
1927	8
2224	7
2229	29
1426	13
1826	8
2124	91
爱德	1
号华胜	9
栋五楼	1
2089	12
2091	6
2097	110
2135	14
村前	26
凤凰	6974
前路	341
三湘	102
土	26
菜馆	9
8811	1
8816	1
8818	1
栋村	7
达利	16
达兴	3
G6110	1
打	14
石坑	4
3000020	1
石岭	16
00154	1
栋远	1
成厂	3
5800046	1
5800155	1
5800182	3
板桥	14
W503	1
威豹	3
押运	3
风采	1
金富	3
柯城	1
综管	1
布头	132
亿丰园	1
瑞中瑞	1
金龙厂	1
百晟全	1
松元厦	1
号惠得	1
大坑	78
山顶	56
泗黎路	64
号鸿联鹰	11
1C501	2
新围	643
大铲	30
岛	221
铲	3
广前	18
泰维	18
栋泰维	10
铲湾	5
港区	6
金湾	3
A23	16
二段	1
大冲路	3
左边	69
前面板	1
大冲	1
铜鼓	1
大船	4
新澜雅苑	4
大二	122
13600336	1
2200099	2
2700009	1
2700013	1
挂车	1
2700014	3
3600293	1
3700162	2
3700197104	1
村宏	16
发雅苑	16
宏观	2
富士康	355
村厚	3
村美宝厂	1
村山	4
猪坑	4
村轩	16
雅	18
紫	33
汇苑	32
二组	40
山猪	18
0103	4
三威厂	4
号龙壁	2
九间	1
梅观	14
高速	32
万	51
喜楼	2
大凤村	9
大凤	33
大凤祝屋	6
大夫	15
天路	16
24102	4
天	361
12103	6
14105	2
18203	4
141001	1
14303	3
14306	1
14701	2
14808	1
13403	3
大福	15
雅力	1
嘉	387
大富	173
1000493103	1
新宏泽	11
印刷厂	67
1628	9
配电	1
龙蟠	1
1300005	4
1800107	1
1800119	2
2500100	1
2500101	1
2500103	10
2500104	8
2500105	2
2500106	5
圣建利	3
号华印	7
号慧锐	1
通	22
电器厂	23
汇清	1
金豪	44
创业园	158
643	13
I	179
大光	44
勘村	44
大行村	2
行	9
大航	4
锦鲤	13
大和村	83
396	20
安佳	7
468	35
490	6
499	14
595	15
596	21
号安佳	2
工業园	2
599	22
高精	6
民居	1
斗井厂	2
永基	1
五金厂	71
号毅	3
满达厂	1
通业厂	1
精华	2
隆	20
大和路	139
2624	2
南环路	278
塞拉	6
维	6
田寮	275
果场	50
五队	12
特	25
永和	158
大亨	4
大虹路	1
大湖	4
1100189	1
1100196	1
11T0026	1
大皇公村	8
大皇公	8
皇爷	1
大江	1
大井路	3
大井山	10
路铁岗	2
汽库	3
广盛	1
誉名	1
别苑	8
大井	3
山花	2
尼姑	2
山中	5
监理	1
勘二村	139
118104	3
118307	1
118310	1
118701	3
118806	1
118909	1
大勘	84
东段	29
第一纺织	2
制衣	3
栋源	5
南丰	2
果	1
0400026	1
桥边	3
志光	1
下面	4
扬门	14
磡	59
E201	10
化验	3
内华全	1
T3101	1
大康	4
肚	7
鲜宝厂	2
喜思侬	2
上村	14
宿	12
大块	4
麻	4
大朗	108
4102	17
4105	7
大朗佳裕	17
源兴	976
汇蓉	11
大朗山	35
高日厂	1
山西路	24
大浪	223
恒联	5
宏源	3
村龙	4
风景	4
浩盛隆	2
梦诗	8
浪花	1
九号	56
华盛	50
九区	95
无名	1
石场	75
南光厂	1
375	31
爱义	25
百祥	1
电线厂	7
德信	1
涂料厂	1
明记	5
华宁	136
贺生	1
大沥	4
大靓	40
村八巷	36
村八约	1
村二区	105
大靓村	42
大靓二区	3
二十一	57
大靓路	4
大岭	29
古	5
大洋	191
050	20
大梅沙	55
00200	3
00210	1
00191	1
00193	1
00097	1
大门	59
大庙	31
留贤居	1
大鹏	210
资源	10
F5418	1
F5419	1
F5502	1
F5512	1
F5513	1
F5604	1
F5608	1
F5718	1
地税局	11
叠福	14
葵涌	41
高源	22
高圳	4
新源	12
延安路	17
大坪	27
号祥发	4
部队	4
坡路	13
B24	4
B66	8
头北	2
头村	3
日用品	1
头南	1
号鸿昌	152
大埔	94
万众	195
佳	86
051	22
里面	3
5800202	2
门卫	15
C1901	7
C2102	7
C3A02	2
D1302	3
D1603	4
D3A05	1
D801	12
D903	7
大三	369
560	16
750	4
761	4
2100043	1
2500055	1
25T0016	1
0013	1
0015	2
3000123	1
3000124	1
3300302	4
3600181	1
3600250	1
367	57
394	27
397	26
399	147
拆除	4
451	29
452	54
457	39
458	21
460	54
650	30
671	9
690	15
A11D	2
A13B	3
A3A	1
A4B	2
B7A	2
691	3
692	7
784	2
787	2
788	7
793	3
843	15
T0026	2
1390	11
为民	11
便捷	11
村鸿观	10
A125	2
A126	2
村桔	18
村龙驱	1
西田	17
315B108	1
315B306	1
315B309	1
315B504	1
315B507	1
315B708	1
T0035101	1
鸿观	3
02T0017	1
02T0022	1
02T0035	1
02T0048101	1
凉亭	16
0200198	1
02T0031	1
大山	2
輋	30
大石	13
牯路	8
理	1
T0011	1
大树林	1
公园路	46
大水坑	1
0100031	1
0200033	1
0300051	1
0400120	1
0400122	2
0500054	1
0500065	1
0500067	1
0500068	1
0500099	1
0500133	1
05T0013	1
05T0014	1
0600160	3
0600161	2
0600162	1
0700176	2
0700178	1
0700179	1
0800109	1
10T0002	1
10T0006	1
10T0007	1
进门	27
大水	89
旁罗淑慧	5
黄庆文	1
黄健华	2
黄	318
雨林	1
四维	3
13.15	3
路科创	10
技校	3
同丰厂	1
秋宝路宝	1
泰兴	8
443	29
380	33
丰厂	34
园岭	365
仔	175
大松园	28
诚忆厂	2
大塘	805
大田	306
号昌隆	14
洋北	3
洋	185
超盛厂	2
田洋	21
00178	1
吸尘	1
柏斯	2
五指	3
耙	73
洋扣	3
T13	5
龙门	41
商业城	3150
洋牛	1
绳岗山	1
T73	1
十四号	3
洋松	15
2096	11
387	62
389	26
洋松裕路	14
号鑫永盛	7
松裕路	18
世纪东方	1
洋田洋北	4
洋田洋	27
洋西坊	1
A423	3
A523	2
B425	4
大通	1
厂旁	13
大同	47
大同路	3
淘	2
大厂	22
大万	76
芭蕉	3
荔枝	421
大万路	14
万万	4
安东街	2
大王	189
路八巷	5
墓园	21
山二	2
丽人	4
A815	2
山南	12
铺位	62
山万丰	1
超越	4
东骏	4
茗	125
大望	9
372	59
新平	5
健康	6
大围	192
B35	9
B47	6
宅院	2
欧亚	1
立展	3
0200012	1
0300036	3
卡连劳	3
皮具	476
0300040	1
084	17
亿泓厂	1
周家	15
延昌	7
富荣楼	1
龙兴	175
0300069	3
大窝	37
黄鑫	1
乾	1
大窝村	28
合作社	2
右道	1
丁国恒	1
古利	1
全	3
高造良	2
亿宝	8
六栋	57
伊特	3
大窝德	10
金瑞华	1
光电	83
大窝佳宝	10
大窝锦荣	2
第十二	7
王茜	1
2800075	1
大新	139
大新东	1
瓦房	13
门牌	3
９	1
马家龙	35
大新西	1
大兴	84
同富雅苑	1
废品收购	18
136T101	1
115A	2
同富苑	13
大学城	73
园区	54
H101	4
东则	1
90289	1
蓝天	61
C1602	7
D2109	3
D2201	7
D2502	3
E1107	2
E1309	3
E1602	3
E1803	4
E1806	2
E506	1
E709	1
E805	4
福安	24
福景阁	3
福青阁	3
福田	308
福星	39
福永阁	8
福泽	2
凤城	60
C1412	2
C1613	2
D1105	6
D1312	2
D1611	2
E1008	2
E1011	2
E1206	2
E1308	3
E1411	2
E1611	2
E403	4
E505	6
E705	6
E804	1
F1105	2
F1310	2
F1605	2
F613	1
F809	1
F908	1
G1003	1
G1110	1
G1305	1
G1312	1
G1403	1
G1505	2
G506	1
路杰	1
科厂	3
号杰	3
人事部	2
万宝	1
二厂	6
世合	1
化工厂	7
美德	2
新雅	2
明仕达厂	1
联颖厂	2
凤塘	86
旁世佳	1
集运	4
县世佳	2
6104	4
裕丰	2
13700067	1
13700070	1
15102	5
2600003	1
2600025	2
2700018	1
28T0002	1
3200018	2
3200020	4
荣皓厂	4
3200197	1
32T0014	1
32T0018	1
32T0019	1
32T0023	1
390	19
393	47
丹乐	2
洗车	1
九龙山	1
高尔夫球会	20
桔坑	25
南兴	76
一组	179
3200199	1
3700034	1
伊诺飞	1
大园	64
根	51
明轩	6
大运	19
圣廷苑	17
大钟	325
7325	1
号安雅楼	17
号家馨苑	10
高隆楼	6
聚兴居负	1
泰嘉峰	20
13A13	1
港恒	3
白领	2
竹园	316
宗祠	20
待	6
删除	5
立信路	113
恋珠东	13
戴	3
清河	3
丹翠欣苑	60
17A04	1
13A06	6
17A16	1
丹	151
河北	28
丹湖	8
润塘	40
T10101	2
T19101	1
丹坑	55
丹农路	83
H1106	2
H1108	1
H2112	1
H2114	1
5LA4014	1
5LA4026	1
5LA4032	1
5LA4034	1
5LA4038	1
5LA4042	1
5LA4099	1
5LC4015	1
5LC4019	1
5LC4065	1
5LC4066	1
5RA3017	1
5RA3023	1
5RA3025	1
5RA3048	1
5RA3101	1
5RC3003	1
5RC3021	1
5RC3030	1
5RC3050	1
5RC3098	1
6LA2003	1
6LA2040	1
6LA2047	1
6LA2052	1
6LA2055	1
6LA2084	1
6LC2003	1
6LC2027	1
6LC2037	1
6LC2093	1
6LC2097	1
6LF2026	1
6LF2042	1
6RA1037	1
6RA1045	1
6RA1099	1
6RC1003	1
6RC1009	1
6RC1022	1
6RC1033	1
6RC1042	1
6RC1051	1
6RC1087	1
6RC1095	1
6RF1018	1
6RF1051	1
6RF1067	1
7AB2010	1
7AB2027	1
7AB2038	1
7AB2039	1
7AB2058	1
7AB2059	1
7AB2061	1
7AB2075	1
7BB4027	1
7DD2027	1
7DD2045	1
7DD2060	1
7DD2083	1
7DD2084	1
8AB1082	1
8B2B3003	1
8B2B3024	1
8CB5001	1
8CB5011	1
8CB5021	1
8DD1001	1
8DD1012	1
8DD1021	1
8DD1023	1
8DD1041	1
8DD1071	1
平东	89
13.14	3
8.9	1
隔楼	2
号丹平	11
丹平	12
二号楼	19
快速路	18
项目部	6
丹平路	15
花木场	11
T4	5
平南	19
松树	11
平西	4
附一	4
丹竹路	10
竹头	53
园园	8
立交桥	8
核	2
丹梓	61
松段	3
排洪	1
渠	1
工程队	3
粤通	5
建设工程	8
担水	6
党坑	3
党	3
氹元村	1
刀	1
稻草人	1
5112	2
兴二巷	11
得兴	3
得宜	20
德安	1
深华业	1
德昌	2
德发厂	1
德丰	40
德福	27
横街	664
德力	3
德茂街	3
德胜路	2
德	22
兴城	5
B29A	1
德兆	23
号德	30
发楼	27
2098	332
2138	6
6068	3
德旺楼	6
5128	4
7188	12
7208	3
6058	3
7028	148
德隆	2
尚楼	1
德达楼	1
号德兆	1
德政	94
高科厂	1
水房	4
兴强	14
商贸	166
信息技术	24
1333	3
834	5
民营	40
超能通	4
号利兴	6
利兴	1
德智路	1
登丰街	4
登高	40
登良路	70
恒裕	12
205A6	1
205C1	1
209A1	1
209B12	1
209D6	1
南油	37
号汉京	14
A4A	1
A5B	1
市政	555
蔚蓝海岸	3
低山八巷	2
低山	34
朗豪厂	1
H107	1
山景	4
010	33
063	18
B049106	1
围屋	1
058	19
龙山	87
山南路	5
J201	2
034	14
迪福路	3
号迪福路	2
地税	1
地堂	1
地塘头	21
新二巷	18
号线	39
世界之窗	12
南端	2
SJZC01	1
7306	1
标	4
女	6
福邻	3
T19210	1
T20101	1
线	62
9105	9
标段	10
项目	12
经理部	8
管理	143
016	29
购物	6
085	20
DT022	1
DT026	1
荷坳	28
老街	73
009	37
南联	118
055	20
永湖	10
口岸	192
FTK	2
红山	2
HOS	2
022	26
龙胜	202
LOS	1
SZB	1
蛇口	453
四号线	1
一号线	22
剧院	80
售票厅	1
岗厦	135
高新	135
华强	852
罗宝线	2
035	24
037	22
030	22
039	16
SJZC001	1
SJZC021	1
竹子林	73
001A	1
ZZL006	1
地新	7
地洋头	1
帝堂	86
宝科	1
杂货	3
联生	1
五金制品	22
品琦	1
自行车厂	3
6410	1
15208	1
15411	1
15506	1
面积	3
上下	30
E412	1
E510	1
E514	1
F507	3
G412	1
乐丰厂	3
晟	6
伟盛厂	1
蓝宝	6
地磅	2
振田厂	1
栋振田厂	1
屋顶	1
第八	39
东盈	30
畅	1
栋畅	2
汇得宝	1
制罐	1
铺面	1
森洋	1
纸品	208
新辉	8
彩合	2
制品厂	40
畅利	1
致生	2
包装	209
号永艺	1
分厂	5
号德重	1
施尔洁	1
生物工程	2
旁永艺厂	1
茶庄	3
号浩谷	8
B6AT	1
446	25
十八号	18
英唐	18
644	29
特勤	13
城德轩	13
大利	12
泰路	7
凤	71
面前	23
鑫博	13
盛润	13
富亮	1
威胜	7
江记	1
纸品厂	31
荣根	4
荣辉	2
伟群	6
石龙	602
仔路	102
硕泰路	12
裕发	3
电脑	4
绣花	3
中泰路	47
住宅小区	63
第九	20
模具	31
宏工	1
精密	29
金鹏源	4
金万利	1
栋统	1
日厂	2
栋贝仕	5
达克	6
22a	9
肯发	3
A1512	3
A1421	1
A2317	1
A2512	2
A2629	1
2B205	1
2C303	1
2C306	1
2C307	1
2D411	1
美利	22
106B	7
号长	3
丰华	19
1507A	3
恒富	30
号庆辉	11
7.9	43
3A2	7
4B1	6
10B5	4
13B6	4
7B5	3
15A5	4
2A1	6
名仕	73
伯爵	18
3A07	6
黄山	97
8401	4
栋港恒	13
百利	7
高能	2
第十六	1
丰稔	10
广隆	6
恒	55
荣昌	15
D305	4
华师一	1
附中	1
溜冰场	7
103D	1
Ｂ	8
Ｃ	1
号联	16
维亚	2
662	7
私人	28
桥新	1
一厂	7
森盛源	2
颐和	30
永	159
丰田	257
永盛发	2
通道	13
第十	28
第四期	4
BB1	1
道路	8
车辆	7
综合性	1
能	1
检测站	3
G201	3
J104	2
J404	1
第十四	7
土地	2
精工	1
第三期	22
第十九	1
第五期	1
昊海弘	16
766	4
850	3
九龙	4
礼悦厂	1
松白路	410
祝龙田路	88
赛联	1
10108	1
13105	5
A421	2
安监	4
顺城威	2
辉豪	1
唐荣厂	2
发电	9
0100010	1
0100012	2
0100016	3
号丽霖	9
0100019	6
0100096	10
社保	1
2F301	1
栋永龙厂	1
10201	3
区福	3
三瑞	6
电源	6
科瑞	5
奥玛特	2
城威	3
创鑫	20
环镇路	68
共和	506
居委	58
浩轩	1
万亿	2
红	1355
宏亿享	1
华尔特	6
明卓	19
S3	18
木墩	90
纳百川	1
亿发	6
仁和	8
宇	38
天贸厂	5
索艾厂	1
元升厂	1
店仔	2
T0113	1
T0169	1
钓鱼	2
钓鱼台	11
威灵	10
丁甲岭	13
丁	203
山河	3
丁头村	20
丁头	1
丁字	2
顶头	1
布路	21
鼎丰	4
定厚路	2
东宝	88
沙四	54
第十一	7
036	19
栋康铭	1
栋音	1
之音	1
T	6
尚洪	1
国杨	1
D205	6
F505	2
C1502	9
C1002	10
沙	522
民气	3
正海	29
2E2	1
头东	2
头二巷	3
高楼	5
五排	53
中间	11
永南	68
月	293
东滨路	87
新街口	2
1342	1
343	61
山林	2
4076	12
中泰	199
名庭	1062
原东滨路	2
龙船	4
4351	5
荔源	4
南山区	1110
B420	4
4363	22
号铭筑	22
荔苑	95
栋铭筑	22
E03	3
E28	1
A515	6
中联	1
1432	3
1434	4
水产	540
0024	1
0026	1
华侨城	53
正门	18
T000405	1
东财	2
东昌路	4
今日	4
明青轩	2
明水	2
东成路	65
东成巷	1
冲击波	7
厂内	34
房东	2
荣发路	5
东达路	3
东大街	32
中翠路	4
东都路	1
东二村	55
磁	1
十一号	18
4007	36
7002	80
9002	1
9004	1
东二二巷	2
东发路	5
八队	4
大村	16
480	16
西坊	1716
B337	1
209A	5
A25	11
101101	6
松岗	3285
043	15
怡景	31
立业	245
东方路	1
上报	19
美路	9
上头	20
后边	3
威尼斯	1
独立	1
咖啡厅	1
西山	8
电站	7
00222	1
正大	1
中药	2
东坊	11
东风村	29
28103	4
40308	1
42404	4
46603	3
54302	4
58501	3
71301	3
92103	2
麒麟	327
东福围	19
东富	26
A4102	2
A427	2
A439	2
A451	1
A492	1
B436	2
步行街	94
东海道	17
亨	19
男	2
东浩	1
东和路	2
人福	2
东鸿雅居	6
东深	619
对	30
截流	1
支	3
管控	1
流阀	1
量	3
水间	2
对港	2
枢纽	65
值班	171
枢细	45
小商店	2
枢组	56
维修部	5
油库	3
曝气	1
府第	24
歌舞厅	2
西餐厅	3
娱乐	4
包房	8
游艇	34
原泳园	1
粤港	78
矿泉水	7
站量	1
缉私局	1
拘留所	2
苗圃	4
商店	24
美术馆	20
小楼	20
后原	2
侧湖	6
腾达	4
营业厅	9
内老	2
美食	33
经警	29
盆景	4
盆景园	42
匙	2
羹	2
山劳	2
乐亭	2
翻滚	1
飞船	1
搅拌站	2
东湖路	4
号华秀	3
门	10
园林	310
集团公司	108
产品展销	98
园花	1
圊	1
办公	42
原东	2
少林	2
武馆	57
主展	1
4A31	2
4B07	1
4B14	2
4B19	1
5A07	3
5A08	2
5A10	2
5A21	1
5B08	2
5C26	1
东环	152
贵滨楼	1
C8	18
D12	8
E10	9
E16	5
E4	22
房附	1
中央	162
餐厅	32
G6	11
号颖博	1
号慧	3
二门	7
天库楼	6
美丽	7
B20109	1
斗	62
茂发	1
东环路	92
37217	1
T9	4
号富	19
成楼	2
C424	1
C439	1
富鸿楼	5
聚富楼	1
492	17
F092	2
名典	1
商务酒店	20
号耀	58
丰通	58
1139	14
柏佳润	1
皇嘉	11
金侨	4
和平路	2325
乐景	1
香	236
缇	400
永通	152
油松	541
东江	20
A80	3
A83	2
H13	1
C72	2
G03	4
东郊	131
东坑	34
东新	27
东乐路	18
蒲公英	1
东乐西	1
东连昌	2
海科	1
奕	44
华能	7
池运生	1
伊美星	3
厂前	16
东凌	1
东隆路	11
东茂路	1
实验室	2
高压氧	2
科	14
留医部	1
住院	7
清洁	5
保健	1
办后	1
裕兴	20
丰顺	30
活动房	13
银汉	204
1433	3
929	14
10A5	5
10A6	3
12B6	3
13A6	4
16B6	3
17B5	4
17B6	3
18B5	3
18B6	5
2A2	2
2A3	1
2A4	2
2A6	1
3A4	2
3A5	3
3B3	5
3B6	2
4A1	6
4A5	2
4A6	1
4B3	2
4B4	4
5A5	3
5A6	3
6A3	7
6B5	5
7A6	3
8A6	5
8B5	2
9B5	3
号鸿顺	59
阁鸿安阁鸿安阁	57
阁鸿安阁	2
顺阁	2
号鸿祥	74
阁鸿泰阁	37
阁鸿祥阁	37
鸿业	270
苑鸿安阁	7
苑鸿景阁	5
苑鸿龙阁	40
苑鸿顺阁	40
苑鸿泰阁	26
苑鸿祥阁	14
苑鸿怡阁	1
翠菊	93
A14	32
C4	165
C6	74
C9	38
D17	6
D19	4
D20	3
D22	5
D7	30
D9	6
E11	5
E15	3
E19	2
E20	3
E5	15
E7	13
E9	14
F11	13
F15	2
F18	2
F22	1
F4	14
F6	16
F9	6
G11	7
G12	2
G13	8
G15	4
G16	3
G19	5
G20	4
G22	4
G5	8
G7	13
G8	3
H10	2
H11	1
H12	1
H15	1
H16	2
H17	1
H18	1
H2	71
H3	13
H4	6
H8	1
H9	2
楼地	1
号翠兰楼	94
B21	8
C14	6
C21	7
D15	10
D18	7
E21	3
E22	1
E8	14
F10	5
F14	2
F16	1
F20	3
F7	11
G9	3
H14	1
H5	7
H7	8
号翠沁阁	73
厅	14
翠柏	40
苑翠松楼	46
苑电房	1
沁	168
芳名	168
科学	34
研究所	4
车队	19
2081	96
肿瘤	1
东北	5
东门路	36
报关	83
1428	10
1605.1607	1
1609.1611	1
912.914	1
778	8
向	4356
文锦渡	216
447	26
456	18
461	60
西北	36
西南	22
新干线	446
3218	6
3307	19
3308	13
3212	16
3215	6
3216	9
3220	4
3311	6
3312	8
3316	5
潮汕	14
一院	23
广发	44
小三楼	5
芙蓉	220
太阳岛	65
东莞	78
4005	98
4010	13
4016	16
4019	10
5002	441
6006	8
6007	15
6008	7
6010	7
6011	28
6012	128
6018	6
6019	7
6020	6
7013	5
7020	4
8002	4
8005	3
8006	3
8009	1
8011	4
8012	4
8013	1
8015	1
8016	2
8021	1
号华都园	80
公共厕所	11
金钻	233
11A6	3
11A8	1
11B6	3
12A7	3
12B8	2
13B5	3
14A8	1
14B5	3
14B6	4
15A8	2
15B5	2
15B7	2
16A7	2
16B5	3
16B7	3
17A5	4
19A6	2
19B5	5
19B6	4
19B7	3
19B8	1
20B5	4
20B7	3
20B8	1
21A5	4
21A6	2
21B6	2
21B8	1
22A8	1
22B5	2
22B6	2
22B7	3
22B8	1
23A6	3
23A7	1
23B5	2
24A6	2
24B5	2
24B6	2
24B7	2
24B8	1
25A6	3
25A8	1
25B4	3
25B5	2
25B7	2
25B8	1
26A8	1
26B4	3
26B5	2
26B8	1
27A5	3
27A6	3
27B4	4
27B5	3
27B6	2
27B7	2
27B8	1
28A5	2
28A6	1
28A7	1
28A8	1
28B4	2
28B6	1
28B7	1
29A5	1
29A6	4
29A8	2
29B4	1
29B5	2
29B6	2
29B7	1
3B1	3
3B2	3
3B8	1
4A7	2
5B8	1
6A7	1
6A8	2
6B3	4
7A5	2
7B8	1
8A7	2
9A7	2
9B6	5
9B8	1
寸金	3
13001	1
金源	187
10JK	1
12JK	1
16CD	4
16JK	1
18GH	1
18JK	1
19GH	1
20GH	1
21JK	1
6GH	1
8JK	1
9GH	1
号嘉北	1
食出	15
22.24	7
26.28	9
满意	3
6.8	2
小巷	3
15AL	1
电梯	9
大堂	6
新号	1
江南	136
九龙城	372
金融	119
113A	10
123A	17
133A	3
156A	2
166A	2
176A	2
186A	3
213A	8
223A	4
233A	1
256A	3
266A	3
268A	2
276A	2
313A	6
323A	1
333A	2
352A	2
356A	2
358A	1
361A	2
362A	3
366A	1
368A	2
376A	1
378	35
382	14
383	27
392	18
B09	13
W104	1
茂业	24
商厦	46
号丽苑	25
203.213	1
温莎	670
010A	2
010B	2
1003D	1
1010A	1
1016B	1
188A	1
188B	1
188C	1
053	25
057	23
090	18
091	16
092	21
093	17
095	14
2128	23
2130	16
2131	7
2137	14
2155	4
2177	6
2183	58
2186	11
2196	16
K001	1
K002	1
2K003	1
2K005	1
2K006	1
K007	1
K008	2
K009	2
K010	2
2K011	1
K012	2
K013	2
K015	2
K017	2
K018	2
2K020	1
2K021	1
2K027	1
K038	2
K087	1
2K097	1
2K098	1
2K106	1
K112	2
K113	2
2K115	1
K116	1
2K119	1
2K120	1
2K135	1
K156	2
K157	1
2K158	1
2K161	1
012	19
013	35
015	28
023	25
027	20
029	26
031	23
033	36
052	20
071	14
072	25
073	11
075	14
076	15
077	13
078	18
079	19
087	11
089	15
3133	2
3162	2
3163	2
3165	2
3168	4
3169	2
3170	2
3171	3
3173	2
3175	2
3176	2
3177	2
3187	2
3191	1
3192	2
3213	7
3237	2
3238	2
3250	1
3251	1
3257	1
3260	1
3261	1
3263	1
3278	2
3282	1
3283	1
3288	1
3289	1
3291	1
3292	1
3293	1
3295	1
3326	1
3327	1
3328	2
3329	2
3330	1
3332	1
3333	5
3338	1
3351	1
3352	1
370	33
3383	2
398	63
559	67
562	35
569	15
571	21
587	13
589	21
598	40
3599	1
600	223
3610	3
K005	1
K006	2
3K007	1
K011	2
K016	1
K021	1
K023	1
K025	1
K026	2
K067	1
K068	1
K069	1
K070	1
3K077	1
K078	1
K083	1
K099	1
3K100	1
K101	2
K103	1
K105	1
K106	1
K115	1
K125	1
K126	1
K127	1
3K128	1
K129	2
K130	2
K131	1
K132	1
K133	1
K135	1
K136	2
K137	1
K139	1
K150	1
3K153	1
K155	1
K158	1
K159	1
K160	1
3K163	1
K165	1
K167	1
K168	2
K169	1
K170	1
K171	1
K173	1
K181	1
K182	1
K197	1
3K198	1
K200	1
K201	3
K202	3
K205	2
K207	1
021	26
068	17
080	13
081	11
082	13
083	12
086	13
088	13
097	9
098	10
099	9
4250	1
K031	1
K073	1
K092	1
K096	1
K097	1
K128	2
K151	1
K175	1
K198	1
K199	1
部份	3
32I	9
32J	23
32K	19
32L	12
2N	2
32M	8
4401	7
4501	10
321A	3
321B	3
333B	2
S01	2
S02	1
S09	1
S10	1
S11	1
S15	2
S16	2
S17	1
S20	1
S21	1
S22	1
S23	1
S24	2
S25	2
S26	7
S27	2
S29	2
S31	1
S33	1
S34	1
S35	1
S36	1
S37	1
S38	1
S39	1
S40	1
S41	1
S42	1
S43	1
S44	1
S46	1
S47	1
S48	1
S49	1
S50	1
S53	1
S54	1
S55	1
S56	1
S57	1
S58	1
S59	1
S60	1
S61	1
S62	1
S63	1
S64	1
S65	1
7003	8
A812	5
AK114	1
AK121	1
B1820	1
B1920	1
B2020	1
B2120	1
B2220	1
B2320	1
B2405	7
B2409	7
B2410	7
B3020	1
B3120	1
C1009	2
C1102	8
C1105	7
C1108	4
C1109	1
C1110	3
C1111	1
C1205	5
C1208	2
C1209	2
C1210	1
C1211	3
C1301	6
C1305	5
C1306	4
C1308	6
C1310	2
C1409	1
C1410	4
C1411	1
C1503	5
C1506	3
C1508	3
C1509	3
C1510	2
C1511	2
C1609	2
C1610	2
C1611	2
C1701	6
C1702	5
C1703	5
C1706	1
C1709	1
C1710	2
C1711	2
C1805	4
C1808	2
C1810	2
C1811	4
C1903	7
C1906	2
C1908	3
C1909	1
C1910	2
C1911	1
C2002	7
C2005	2
C2008	3
C2009	1
C2010	2
C2011	1
C2105	4
C2106	2
C2109	2
C2110	2
C2111	2
C2201	6
C2209	2
C2210	2
C2211	2
C2302	4
C2309	2
C2310	3
C2311	3
C2410	2
C2411	2
C2510	1
C2511	2
C2610	2
C2611	2
C2710	3
C2711	2
C2810	2
C2811	2
C2910	1
C2911	1
C3010	1
C809	3
C811	3
C906	7
C910	1
C911	2
D1001	6
D1003	6
D1009	3
D1010	2
D1106	3
D1109	2
D1110	2
D1202	5
D1205	4
D1206	3
D1209	2
D1210	2
D1303	3
D1308	2
D1309	2
D1310	2
D1403	5
D1409	2
D1410	2
D1501	3
D1505	6
D1509	2
D1510	2
D1606	3
D1608	3
D1609	2
D1610	3
D1701	4
D1708	3
D1709	2
D1710	2
D1805	2
D1809	2
D1902	4
D1905	2
D1909	2
D1910	2
D2001	3
D2003	4
D2005	2
D2006	2
D2008	2
D2009	2
D2010	2
D2106	4
D2110	3
D2203	5
D2206	4
D2208	4
D2209	2
D2210	2
D2302	3
D2308	4
D2309	3
D2310	2
D2401	4
D2403	2
D2409	2
D2410	2
D2503	3
D2505	2
D2508	2
D2509	1
D2510	1
D2601	4
D2603	3
D2605	2
D2608	2
D2609	2
D2610	2
D2702	5
D2709	2
D2710	2
D2802	4
D2803	4
D2808	2
D2809	2
D2810	2
D2902	2
D2906	2
D2908	2
D2909	2
D2910	2
D3003	2
D3005	2
D3009	2
D3010	2
D3105	2
D3109	2
D3110	2
D708	2
D709	3
D710	1
D810	1
D905	2
